名字,导演,主演,年份,时长,国家,类型,评分,评论人数,五星,四星,三星,二星,一星
惊天大逆转,李骏,钟汉良,2016,110,中国大陆 / 韩国,剧情 / 悬疑 / 犯罪,7.0,53101,15.2,35.3,37.7,8.8,3.0
怒,李相日,渡边谦,2016,142,日本,剧情 / 爱情 / 悬疑 / 同性,7.7,52792,20.9,48.6,26.1,3.6,0.9
地道战,任旭东,朱龙广,1965,101,中国,战争,8.2,39896,35.8,43.1,17.7,1.8,1.6
澳洲乱世情,巴兹·鲁赫曼,妮可·基德曼,2009,165,澳大利亚 / 美国,剧情 / 爱情 / 历史 / 战争 / 冒险,7.2,44653,13.1,42.1,38.5,5.6,0.7
仙剑奇侠传三,李国立,胡歌,,,中国大陆,爱情 / 奇幻 / 武侠 / 古装,7.6,51661,26.0,37.3,29.2,5.0,2.5
裸婚时代,滕华涛,文章,,,中国大陆,剧情 / 爱情 / 家庭,7.7,47301,21.4,47.9,27.2,2.7,0.8
亲爱的伽利略,尼提瓦·塔拉吞,楚缇玛·提潘娜特,2009,130,泰国,剧情 / 爱情,8.0,45935,29.6,44.5,23.0,2.5,0.4
城市之光,查理·卓别林,查理·卓别林,1931,87,美国,剧情 / 喜剧 / 爱情,9.2,44460,66.8,28.2,4.7,0.2,0.1
名侦探柯南：第十四个目标,儿玉兼嗣,高山南,1998,99,日本,动画 / 悬疑,7.8,45517,22.1,50.2,25.9,1.7,0.2
亮剑,张前 / 陈健,李幼斌,,,中国大陆,剧情 / 战争,9.0,49019,61.5,29.8,7.3,0.8,0.7
第六感生死缘,马丁·布莱斯,布拉德·皮特,1998,178,美国,剧情 / 爱情 / 悬疑 / 奇幻,7.8,44158,23.6,45.9,26.9,3.0,0.5
前任2：备胎反击战,田羽生,郑恺,2015,114,中国大陆 / 香港,喜剧 / 爱情,5.0,50447,3.3,9.2,36.8,33.9,16.8
白雪公主与猎人,鲁伯特·桑德斯,克里斯·海姆斯沃斯,2012,127,美国,动作 / 奇幻 / 冒险,5.4,46809,1.9,9.7,49.6,32.0,6.8
我的青春谁做主,赵宝刚 / 王迎,陆毅,,,中国大陆,剧情 / 爱情,7.6,46274,18.8,46.7,30.4,3.3,0.8
白夜行,平川雄一朗 / 石井康晴,山田孝之,,,日本,剧情,8.3,51250,40.1,39.9,16.6,2.5,0.8
河童之夏,原惠一,富泽风斗,2007,138,日本,喜剧 / 动画 / 奇幻,8.7,46488,47.3,40.4,11.5,0.7,0.1
最遥远的距离,林靖杰,桂纶镁,2007,110,台湾,剧情,6.9,38139,10.1,33.7,46.9,8.1,1.2
相思成灾,阿莱克·凯西西恩,布莱特妮·墨菲,2007,90,法国 / 英国,喜剧 / 爱情,7.4,43276,15.4,43.4,36.0,4.5,0.7
黑皮书,保罗·范霍文,卡里斯·范·侯登,2009,145,荷兰 / 德国 / 英国 / 比利时,剧情 / 惊悚 / 战争,8.3,47153,32.5,50.7,15.5,1.1,0.2
假装情侣,刘奋斗,黄渤,2011,93,中国大陆,喜剧 / 爱情,6.0,45082,6.7,21.2,45.8,19.4,6.9
爱·回家,李廷香,金艺芬,2002,80,韩国,剧情 / 家庭,9.0,47521,61.6,29.7,7.7,0.7,0.3
我们天上见,蒋雯丽,朱旭,2010,85,中国大陆,剧情 / 家庭,8.6,46451,44.9,42.6,11.6,0.8,0.1
三国之见龙卸甲,李仁港,刘德华,2008,102,中国大陆 / 韩国 / 香港,剧情 / 动作 / 历史 / 战争,5.2,44304,3.0,10.3,41.8,31.1,13.8
唐顿庄园 第三季,布莱恩·派西维尔,休·博纳维尔,,,英国 / 美国,剧情,8.9,49872,54.7,36.5,8.4,0.4,0.1
仁显王后的男人,金炳洙,刘仁娜,,,韩国,剧情 / 爱情,8.6,53359,47.9,35.4,14.5,1.8,0.5
赤焰战场2,迪恩·帕里索特,布鲁斯·威利斯,2013,116,美国 / 法国 / 加拿大,喜剧 / 动作 / 犯罪,7.1,47977,10.6,38.8,44.2,5.7,0.8
局内人,斯派克·李,丹泽尔·华盛顿,2006,129,美国,剧情 / 惊悚 / 犯罪,7.7,45762,17.0,53.3,27.5,1.9,0.3
战长沙,孔笙 / 张开宙,霍建华,,,中国大陆,剧情 / 历史,9.1,55848,67.2,23.1,6.8,1.2,1.6
欢乐颂2,简川訸 / 张开宙,刘涛,,,中国大陆,剧情 / 爱情,5.3,59769,4.6,13.1,40.3,27.8,14.2
豪杰春香,田基湘 / 全基尚,韩彩英,,,韩国,喜剧 / 爱情,7.8,44629,26.9,40.0,29.5,3.0,0.5
南极料理人,冲田修一,堺雅人,2009,125,日本,喜剧,8.2,48905,30.6,51.4,16.8,1.1,0.2
贤者之爱,源孝志,中山美穗,,,日本,剧情,7.4,53606,17.4,43.2,34.3,4.2,0.8
深夜食堂2,松冈锭司 / 山下敦弘 / 小林圣太郎 / 野本史生,小林薰,,,日本,剧情,9.1,49768,62.3,31.1,6.2,0.3,0.1
东成西就2011,刘镇伟,陈奕迅,2011,103,中国大陆 / 香港,喜剧 / 动作 / 爱情 / 音乐 / 奇幻,3.9,46453,2.2,4.9,20.3,31.7,40.9
捉迷藏,约翰·波尔森,罗伯特·德尼罗,2005,101,美国,悬疑 / 惊悚 / 恐怖,7.3,45262,12.6,45.9,37.3,3.7,0.4
越狱 第四季,Kevin Hooks,温特沃斯·米勒,,,美国,剧情 / 动作 / 惊悚 / 犯罪,7.9,47622,29.7,40.9,24.9,3.8,0.7
半生缘,许鞍华,黎明,1997,127,香港 / 中国大陆,剧情 / 爱情,7.7,38984,18.1,50.8,29.2,1.8,0.2
科洛弗档案,马特·里夫斯,丽兹·卡潘,2008,85,美国,科幻 / 惊悚 / 恐怖,7.3,46495,17.0,41.8,32.7,6.5,2.0
异星战场,安德鲁·斯坦顿,泰勒·克奇,2012,132,美国,动作 / 科幻 / 奇幻 / 冒险,6.3,47382,6.2,23.9,51.9,14.7,3.4
启示,梅尔·吉布森,鲁迪·杨布拉德,2006,139,美国,剧情 / 动作 / 冒险,8.5,46080,40.6,44.4,13.4,1.2,0.3
海扁王2,杰夫·瓦德洛,亚伦·泰勒-约翰逊,2013,103,美国,喜剧 / 动作 / 犯罪,6.2,47343,6.2,22.3,52.2,16.2,3.1
安妮·霍尔,伍迪·艾伦,伍迪·艾伦,1977,93,美国,剧情 / 喜剧 / 爱情,8.5,46242,42.8,43.0,12.7,1.2,0.3
特殊身份,霍耀良,甄子丹,2013,99,中国大陆,动作 / 犯罪,3.9,53955,2.4,3.8,20.5,32.9,40.4
蝴蝶效应2,约翰·R·莱昂耐迪,埃里克·里夫利,2006,92,美国,剧情 / 科幻 / 惊悚,5.9,42764,5.2,18.3,49.9,21.5,5.1
天鹅绒金矿,托德·海因斯,伊万·麦克格雷格,1998,124,英国 / 美国,剧情 / 同性 / 音乐,8.4,44070,41.6,39.9,16.1,1.9,0.5
新不了情,尔冬升,刘青云,1993,105,香港,剧情 / 爱情,8.3,40957,33.0,50.9,15.4,0.7,0.1
白雪公主之魔镜魔镜,塔西姆·辛,朱莉娅·罗伯茨,2012,106,美国,剧情 / 喜剧 / 奇幻 / 冒险,5.9,45375,4.2,16.4,52.5,22.4,4.5
夏洛特的网,盖瑞·温尼克,达科塔·范宁,2006,97,美国 / 德国,喜剧 / 家庭 / 奇幻,7.9,41754,23.1,49.9,25.0,1.7,0.2
坏孩子的天空,北野武,金子贤,1996,107,日本,剧情,8.4,42706,36.2,49.2,13.6,0.9,0.2
玻璃樽,谷德昭,成龙,1999,121,香港 / 台湾,喜剧 / 动作 / 爱情,6.4,37714,4.8,23.1,60.8,9.9,1.5
最后的武士,爱德华·兹威克,汤姆·克鲁斯,2003,154,美国,剧情 / 动作 / 历史 / 战争 / 冒险,7.8,44096,24.6,45.1,26.6,3.1,0.6
怪物史瑞克4,迈克·米歇尔,麦克·梅尔斯,2010,93,美国,喜剧 / 动作 / 动画 / 冒险,7.5,43855,14.9,48.6,33.6,2.6,0.3
海贼王,宇田钢之助,田中真弓,,,日本,喜剧 / 动作 / 动画 / 奇幻 / 冒险,9.5,74297,82.0,13.6,3.5,0.4,0.5
明月几时有,许鞍华,周迅,2017,130,中国大陆 / 香港,剧情 / 历史 / 战争,6.9,51781,10.1,38.0,42.2,8.2,1.5
去他*的世界 第一季,乔纳森·恩特威斯尔 / 露西·彻尼亚克,杰西卡·巴登,,,英国,剧情 / 喜剧,9.0,57567,61.7,29.6,7.1,1.0,0.5
我11,王小帅,闫妮,2012,110,中国大陆 / 法国,剧情 / 犯罪,7.3,44576,11.3,46.1,38.6,3.6,0.5
美少女特攻队,扎克·施奈德,艾米莉·布朗宁,2011,110,美国,动作 / 惊悚 / 奇幻,6.1,46669,9.4,23.0,38.6,20.4,8.6
监狱风云,林岭东,周润发,1987,98,香港,剧情 / 动作 / 犯罪,8.1,42109,26.8,53.4,18.7,1.0,0.1
老友记 第十季,Kevin Bright,詹妮弗·安妮斯顿,,,美国,喜剧 / 爱情,9.8,47802,90.7,7.8,1.2,0.1,0.1
游园惊梦,杨凡,王祖贤,2001,122,香港,剧情 / 同性,7.5,42689,18.8,44.0,32.6,4.1,0.6
三少爷的剑,尔冬升,林更新,2016,107,中国大陆,剧情 / 动作 / 武侠 / 古装,4.9,51481,2.7,9.5,34.7,35.3,17.6
录取通知,斯蒂夫·平克,贾斯汀·朗,2006,90,美国,喜剧,7.5,43284,18.4,44.8,32.8,3.5,0.5
鹬,艾伦·巴利拉罗,,2016,6,美国,动画 / 短片,9.2,50284,67.2,28.0,4.5,0.2,0.0
孤堡惊情,胡安·安东尼奥·巴亚纳,贝伦·鲁埃达,2010,105,西班牙 / 墨西哥,剧情 / 悬疑 / 恐怖,7.4,43611,14.1,45.2,36.2,3.9,0.6
月神,埃里康·卡萨罗萨,克丽斯塔·谢富勒,2011,7,美国,动画 / 短片 / 奇幻,9.0,47055,57.4,34.5,7.7,0.3,0.1
拜见岳父大人,杰伊·罗奇,罗伯特·德尼罗,2000,108,美国,喜剧 / 爱情,7.0,40926,8.4,40.7,46.2,4.2,0.5
黄飞鸿之英雄有梦,周显扬,彭于晏,2014,131,中国大陆 / 香港 / 英国,剧情 / 动作 / 爱情 / 武侠,5.4,47650,3.5,11.2,45.8,29.4,10.1
东方快车谋杀案,西德尼·吕美特,阿尔伯特·芬尼,1974,128,英国,剧情 / 悬疑 / 犯罪,8.3,44372,32.2,52.2,14.8,0.7,0.1
三个火枪手,保罗·安德森,马修·麦克费登,2012,110,法国 / 美国 / 英国 / 德国,动作 / 爱情 / 冒险,6.7,44901,7.1,30.8,51.1,9.5,1.4
天才眼镜狗,罗伯·明可夫,泰·布利尔,2014,92,美国,喜剧 / 科幻 / 动画 / 冒险,7.4,49225,16.0,43.3,35.9,4.2,0.7
母亲,奉俊昊,金惠子,2009,128,韩国,剧情,8.3,45946,32.9,50.6,15.1,1.2,0.2
地心历险记,埃里克·布雷维格,布兰登·费舍,2008,93,美国,动作 / 科幻 / 冒险,6.7,43015,7.5,30.2,52.2,8.8,1.3
非常幸运,丹尼·高顿,章子怡,2013,105,中国大陆 / 香港,喜剧 / 爱情,4.5,47231,2.8,5.1,30.4,37.9,23.7
万万没想到 第一季,易小星,白客,,,中国大陆,剧情 / 喜剧 / 短片,8.2,47836,34.8,44.4,17.6,2.2,1.1
决战刹马镇,李蔚然,孙红雷,2010,104,中国大陆,喜剧 / 西部 / 冒险,6.0,43883,5.6,21.5,47.4,19.8,5.6
留下我,达斯汀·巴拉德,瑞恩·敦拉普,2009,5,美国,剧情 / 短片 / 奇幻,8.9,43738,53.6,36.6,9.2,0.5,0.1
危情谍战,詹姆斯·曼高德,汤姆·克鲁斯,2010,109,美国,喜剧 / 动作 / 惊悚 / 冒险,6.8,45214,8.1,33.3,48.8,8.5,1.3
新少林五祖,王晶,李连杰,1994,95,香港,剧情 / 动作 / 冒险 / 武侠 / 古装,7.6,40339,16.4,48.6,32.8,2.1,0.2
我的名字叫可汗,卡伦·乔哈尔,沙鲁克·汗,2010,165,印度,剧情 / 爱情,8.4,44682,43.4,38.7,14.8,2.3,0.9
未来水世界,凯文·雷诺兹,凯文·科斯特纳,1995,176,美国,动作 / 科幻 / 惊悚 / 冒险,7.2,41884,14.2,39.2,38.9,6.5,1.2
魔法灰姑娘,汤米·奥·哈沃,安妮·海瑟薇,2004,96,美国 / 爱尔兰 / 英国,喜剧 / 爱情 / 家庭 / 奇幻,6.6,40031,6.8,27.1,55.6,9.4,1.1
牛仔裤的夏天2,萨娜·汉姆利,爱波·塔布琳,2008,117,美国,剧情 / 喜剧 / 爱情,7.4,40860,15.1,44.7,36.7,3.2,0.3
咖啡王子1号店,李允正,尹恩惠,,,韩国,喜剧 / 爱情,8.0,44270,31.7,41.8,23.8,2.3,0.3
神秘拼图,菲利普·诺伊斯,丹泽尔·华盛顿,1999,118,美国,剧情 / 悬疑 / 惊悚 / 恐怖 / 犯罪,7.3,41456,11.9,47.6,36.9,3.2,0.4
屏住呼吸,费德·阿尔瓦雷兹,史蒂芬·朗,2016,88,美国,惊悚 / 恐怖 / 犯罪,7.0,51205,10.4,39.3,41.9,6.8,1.7
姨妈的后现代生活,许鞍华,斯琴高娃,2007,111,中国大陆 / 香港,剧情 / 喜剧 / 爱情,7.2,38557,12.9,43.1,37.8,5.4,0.8
一念无明,黄进,曾志伟,2017,101,香港,剧情 / 家庭,7.9,50012,20.9,55.4,21.8,1.6,0.3
虎胆龙威5,约翰·摩尔,布鲁斯·威利斯,2013,98,美国,动作 / 惊悚 / 犯罪,6.2,45586,5.0,22.0,54.8,15.5,2.6
在世界中心呼唤爱,行定勋,大泽隆夫,2004,138,日本,剧情 / 爱情,7.6,38981,21.0,42.5,32.2,3.7,0.6
逃避虽可耻但有用,金子文纪 / 土井裕泰 / 石井康晴,新垣结衣,,,日本,喜剧,8.3,60078,38.2,41.7,16.9,2.4,0.7
中华小当家,案纳正美,田中真弓,,,日本,动画,8.3,43633,35.9,44.0,18.4,1.4,0.3
我的最爱,叶念琛,邓丽欣,2008,101,香港,爱情,7.6,40253,18.3,47.1,30.8,3.2,0.6
最爱女人购物狂,韦家辉,刘青云,2006,92,香港,喜剧 / 爱情,5.9,37789,4.2,16.0,56.3,19.4,4.1
中华英雄,刘伟强,郑伊健,1999,116,香港 / 中国大陆,剧情 / 动作 / 冒险,6.3,39043,5.4,22.3,57.5,12.7,2.2
精神分裂症,杰赫米·克拉潘,朱利安·波义塞利尔,2008,13,法国,剧情 / 动画 / 短片,9.0,44468,59.1,33.1,7.2,0.4,0.2
双龙会,徐克 / 林岭东,成龙,1992,89,香港,喜剧 / 动作,7.3,39367,12.4,43.7,40.7,2.8,0.3
穿靴子的猫：萌猫三剑客,许诚毅,安东尼奥·班德拉斯 Antonio Banderas,2012,13,美国,动画 / 短片,8.1,43031,30.2,47.0,21.1,1.5,0.2
世界末日,迈克尔·贝,布鲁斯·威利斯,1998,151,美国,动作 / 科幻 / 冒险 / 灾难,7.7,42536,20.8,47.5,28.6,2.6,0.5
爱你，罗茜,克利斯汀·迪特,莉莉·柯林斯,2014,102,德国 / 英国,喜剧 / 爱情,7.3,48003,17.8,39.2,35.3,6.5,1.2
Q版猫和老鼠,Robert Alvarez / Don Lusk / Paul Sommer / Carl Urbano / Oscar Dufau / Jay Sarbry,Teresa Ganzel,,,美国,喜剧 / 动画 / 家庭,9.2,38985,70.4,22.4,6.6,0.5,0.1
花水木,土井裕泰,新垣结衣,2010,128,日本,剧情,7.2,43597,13.9,39.1,41.1,5.3,0.6
上帝也疯狂2,加美·尤伊斯,历苏,1989,98,博茨瓦纳 / 南非 / 美国,喜剧,8.8,40791,51.9,36.7,10.5,0.7,0.2
千里走单骑,张艺谋,高仓健,2005,107,中国大陆 / 香港 / 日本,剧情,7.2,38009,11.9,43.6,40.1,3.8,0.6
开往春天的地铁,张一白,耿乐,2002,93,中国大陆,剧情 / 爱情,7.0,35465,10.4,36.7,46.1,5.9,0.9
回到未来2,罗伯特·泽米吉斯,迈克尔·J·福克斯,1989,108,美国,喜剧 / 科幻 / 冒险,8.3,42124,32.9,48.7,17.3,1.0,0.1
精英部队2：大敌当前,若泽·帕迪里亚,瓦格纳·马拉,2011,115,巴西,剧情 / 动作 / 惊悚 / 犯罪,8.7,45791,49.2,38.1,11.2,1.1,0.3
冰血暴 第一季,亚当·伯恩斯坦 / 兰德尔·艾因霍恩 / 科林·巴克西 / 斯科特·怀南特 / 马特·沙克曼,比利·鲍伯·松顿,,,美国,剧情 / 犯罪,8.9,50477,55.5,35.8,7.6,0.8,0.3
何以笙箫默,刘俊杰,钟汉良,,,中国大陆,剧情 / 爱情,6.5,50577,16.4,23.7,37.1,15.0,7.8
奥林匹斯的陷落,安东尼·福奎阿,杰拉德·巴特勒,2013,114,美国,动作,6.3,46955,5.0,23.7,55.0,13.5,2.8
十分爱,叶念琛,邓丽欣,2007,101,香港,爱情,7.2,39327,14.0,42.0,37.6,5.2,1.2
死亡录像,豪梅·巴拉格罗 / 帕科·普拉萨,曼努埃拉·贝拉斯科,2007,78,西班牙,恐怖,7.5,44206,19.1,44.2,30.3,5.2,1.2
使徒行者,文伟鸿,苗侨伟,,,香港,剧情 / 爱情 / 犯罪,8.1,49541,30.7,47.0,19.7,2.1,0.5
21克,亚利桑德罗·冈萨雷斯·伊纳里图,西恩·潘,2003,124,美国,剧情 / 惊悚 / 犯罪,7.8,40379,22.8,49.9,24.4,2.4,0.5
百年好合,杜琪峰 / 韦家辉,郑秀文,2003,93,中国大陆 / 香港,喜剧 / 动作 / 爱情,5.9,36385,3.2,14.3,61.8,17.8,3.0
偷自行车的人,维托里奥·德·西卡,兰贝托·马乔拉尼,1948,89,意大利,剧情 / 犯罪,8.9,41136,53.9,38.3,7.2,0.4,0.2
黑暗阴影,蒂姆·波顿,约翰尼·德普,2012,113,美国 / 澳大利亚,喜剧 / 奇幻,6.3,44151,6.2,22.0,53.0,16.4,2.5
老友记 第三季,Gail Mancuso,詹妮弗·安妮斯顿,,,美国,喜剧 / 爱情,9.7,44470,86.9,11.5,1.5,0.1,0.0
三块广告牌,马丁·麦克唐纳,弗兰西斯·麦克多蒙德,2018,115,美国 / 英国,剧情 / 犯罪,8.7,59754,45.9,43.6,9.6,0.6,0.2
苏乞儿,袁和平,赵文卓,2010,115,中国大陆 / 香港,剧情 / 动作 / 历史,4.7,42683,1.8,6.2,35.5,37.3,19.2
狗咬狗,郑保瑞,陈冠希,2006,109,香港,剧情 / 动作 / 惊悚 / 犯罪,8.0,42599,27.6,46.7,22.3,2.8,0.7
小美人鱼,罗恩·克莱蒙兹 / 约翰·马斯克,雷内·奥博诺伊斯,1989,83,美国,爱情 / 动画 / 歌舞 / 奇幻,8.2,40175,32.5,48.3,18.2,0.8,0.2
咖啡公社,伍迪·艾伦,杰西·艾森伯格,2016,96,美国,剧情 / 喜剧 / 爱情,7.1,46680,9.9,40.4,45.3,4.0,0.5
解忧杂货店,韩杰,王俊凯,2017,109,中国大陆,剧情 / 奇幻,5.1,51731,4.8,12.1,35.3,30.1,17.7
女性瘾者：第一部,拉斯·冯·提尔,夏洛特·甘斯布,2013,118,丹麦 / 德国 / 法国 / 比利时 / 英国,剧情 / 情色,7.7,44028,22.1,45.9,27.6,3.5,0.8
伊丽莎白镇,卡梅伦·克罗,奥兰多·布鲁姆,2005,123,美国,剧情 / 喜剧 / 爱情 / 家庭,7.4,40810,18.0,41.2,35.6,4.6,0.6
楚乔传,吴锦源,赵丽颖,,,中国大陆,剧情 / 爱情 / 古装,4.9,61451,7.8,11.4,28.2,25.1,27.5
美少女战士,佐藤顺一 / 几原邦彦,三石琴乃,,,日本,喜剧 / 动作 / 爱情 / 动画 / 惊悚 / 奇幻,8.5,39066,43.8,37.3,16.9,1.6,0.3
绯闻女孩 第三季,罗杰·昆宝 / 马克·匹兹纳斯基,希拉里·达芙,,,美国,剧情 / 爱情,7.5,48171,19.1,40.4,35.5,4.4,0.6
奇门遁甲,袁和平,大鹏,2017,113,中国大陆 / 香港,动作 / 奇幻,4.5,50652,2.5,6.4,28.9,37.6,24.6
魔法奇缘,凯文·利玛,艾米·亚当斯,2007,107,美国,喜剧 / 爱情 / 动画 / 歌舞,7.1,40691,12.7,36.0,44.4,6.0,0.9
灰姑娘的故事,Mark Rosman,希拉里·达芙,2004,95,加拿大 / 美国,喜剧 / 爱情 / 家庭,6.8,38608,9.2,29.1,53.0,7.7,0.9
冰血暴,乔尔·科恩,威廉姆·H·梅西,1996,98,美国 / 英国,剧情 / 惊悚 / 犯罪,7.9,43782,22.8,51.5,23.4,2.0,0.3
米尔克,格斯·范·桑特,西恩·潘,2008,128,美国,剧情 / 同性 / 传记,8.3,42646,32.8,49.2,16.7,1.0,0.2
刀锋战士,斯蒂芬·诺林顿,韦斯利·斯奈普斯,1998,110,美国,动作 / 惊悚 / 恐怖 / 奇幻 / 冒险,6.9,39415,8.5,36.4,48.4,5.7,1.0
寂静岭2,迈克尔·巴塞特,肖恩·宾,2012,94,法国 / 美国 / 加拿大,悬疑 / 惊悚 / 恐怖,5.5,43363,3.7,11.8,46.4,30.2,7.9
茉莉花开,侯咏,章子怡,2006,130,中国大陆,剧情 / 爱情 / 家庭,7.2,36872,12.8,39.9,40.9,5.5,0.9
忍者神龟2：破影而出,戴夫·格林,梅根·福克斯,2016,113,美国 / 中国大陆 / 香港 / 加拿大,喜剧 / 动作 / 科幻 / 冒险,6.3,48915,6.1,24.1,52.4,14.6,2.7
硬汉,丁晟,刘烨,2008,95,中国大陆 / 香港,喜剧 / 动作,6.1,39991,4.3,21.3,53.1,16.8,4.5
赌神2,王晶,周润发,1994,126,香港,喜剧 / 动作,7.5,37498,16.8,47.2,32.7,2.8,0.5
宿醉3,托德·菲利普斯,布莱德利·库珀,2013,100,美国,喜剧,6.4,43542,7.0,24.2,53.5,13.3,2.0
预产期,托德·菲利普斯,扎克·加利凡纳基斯,2010,95,美国,剧情 / 喜剧,7.1,42902,10.0,40.2,44.2,5.0,0.6
美国派2,詹姆斯·B·罗杰斯,贾森·比格斯,2001,108,美国,喜剧 / 爱情,7.0,37607,11.1,33.9,48.7,5.6,0.7
春田花花同学会,赵良骏,周笔畅,2006,95,香港,喜剧 / 动画 / 奇幻,6.2,36364,8.5,21.6,46.1,18.5,5.3
蔷花，红莲,金知云,林秀晶,2003,115,韩国,剧情 / 悬疑 / 惊悚 / 恐怖,7.2,40292,13.3,39.2,40.4,6.2,1.0
生活大爆炸 第七季,马克·森卓斯基,约翰尼·盖尔克奇,,,美国,喜剧,9.1,50304,61.4,30.6,7.4,0.5,0.1
我爱我家,英达,文兴宇,,,中国大陆,喜剧 / 家庭,9.1,43504,66.9,23.5,8.6,0.7,0.3
少年班,肖洋,孙红雷,2015,106,中国大陆,剧情 / 喜剧,5.7,46332,5.1,16.6,44.8,25.0,8.5
魔警,林超贤,吴彦祖,2014,112,香港 / 中国大陆,动作 / 悬疑 / 惊悚 / 犯罪,5.9,44984,3.8,17.2,54.6,20.5,3.8
春光灿烂猪八戒,范小天 / 叶崇铭 / 梦继,徐峥,,,中国大陆,剧情 / 喜剧 / 武侠 / 古装,7.3,40856,19.4,35.1,36.6,6.9,2.0
摇滚校园,理查德·林克莱特,杰克·布莱克,2003,108,美国 / 德国,喜剧 / 音乐,7.8,39824,22.3,48.3,26.8,2.3,0.3
恋爱地图,下山天 / 易智言 / 张一白,陈柏霖,2005,102,台湾 / 中国大陆 / 日本,爱情,7.3,35676,13.8,43.6,38.1,4.0,0.5
大追捕,周显扬,张家辉,2012,107,香港 / 中国大陆,剧情 / 动作 / 悬疑 / 惊悚 / 犯罪,7.1,44173,11.4,38.1,43.2,6.5,0.8
维多利亚一号,彭浩翔,何超仪,2010,96,香港,剧情 / 恐怖 / 犯罪,7.2,42099,12.3,44.2,37.2,5.1,1.2
心灵传输者,道格·里曼,海登·克里斯滕森,2008,88,美国,动作 / 科幻 / 惊悚 / 冒险,6.5,41140,7.4,27.9,50.5,11.8,2.4
青春梦工场,彭浩翔,黄又南,2005,103,香港,剧情 / 喜剧 / 爱情,8.0,41661,26.9,48.3,22.0,2.5,0.4
阿拉丁,罗恩·克莱蒙兹 / 约翰·马斯克,斯科特·维内尔,1992,90,美国,喜剧 / 动画 / 冒险,8.0,37319,25.3,51.3,22.6,0.7,0.1
太极2：英雄崛起,冯德伦,梁家辉,2012,95,中国大陆,喜剧 / 动作 / 奇幻 / 武侠 / 古装,5.9,43131,4.1,19.3,51.6,18.9,6.1
无证之罪,吕行,秦昊,,,中国大陆,悬疑 / 犯罪,8.2,55515,34.7,45.6,16.3,2.6,0.9
山村老尸,梁鸿华,吴镇宇,1999,85,香港,恐怖,6.6,39032,11.2,28.3,45.3,12.1,3.1
尼罗河上的惨案,约翰·吉勒明,彼得·乌斯蒂诺夫,1979,140,英国,剧情 / 悬疑 / 犯罪,8.4,40438,36.2,50.4,12.8,0.4,0.1
冒牌家庭,罗森·马歇尔·瑟伯,詹妮弗·安妮斯顿,2013,110,美国,喜剧,7.4,44952,14.2,45.4,36.1,3.8,0.4
声之形,山田尚子,入野自由,2017,129,日本,剧情 / 爱情 / 动画,6.8,49046,14.7,30.2,38.7,12.8,3.6
最终幻想7：圣子降临,野村哲也 / 野末武志,樱井孝宏,2005,101,日本,动作 / 科幻 / 动画 / 惊悚,8.2,40744,35.9,42.3,19.4,2.0,0.5
绝命海拔,巴塔萨·科马库,杰森·克拉克,2015,120,英国 / 美国 / 冰岛,剧情 / 传记 / 冒险,7.4,46285,14.7,45.9,35.4,3.5,0.5
和平饭店,韦家辉,周润发,1995,89,香港,动作 / 西部,7.6,36974,18.1,49.4,29.3,2.8,0.3
斯托克,朴赞郁,米娅·华希科沃斯卡,2013,99,美国 / 英国,剧情 / 悬疑 / 惊悚,7.5,44200,18.0,44.1,31.9,4.9,1.0
美人心计,吴锦源 / 梁欣全 / 陈国华,林心如,,,中国大陆,剧情 / 爱情 / 古装,7.6,45614,18.4,47.0,30.0,3.4,1.1
笑傲江湖,胡金铨 / 徐克 / 金扬桦 / 李惠民 / 程小东 / 许鞍华,许冠杰,1990,120,香港 / 台湾,动作 / 武侠 / 古装,7.8,38291,21.5,48.7,27.4,2.1,0.3
我和厄尔以及将死的女孩,阿方索·戈麦斯-雷洪,托马斯·曼,2015,104,美国,剧情 / 喜剧,8.1,45556,27.6,51.0,19.5,1.5,0.3
惊声尖笑,基伦·埃弗瑞·韦恩斯,安娜·法瑞丝,2000,88,美国,喜剧,6.9,39244,11.8,33.0,43.9,9.1,2.2
悲情城市,侯孝贤,陈松勇,1989,157,台湾 / 香港,剧情,8.8,38604,51.7,37.8,9.5,0.8,0.3
律政俏佳人2,查尔斯·赫曼-温菲尔德,瑞茜·威瑟斯彭,2003,95,美国,喜剧,6.6,36617,7.8,27.6,53.9,9.3,1.3
恶老板,赛斯·戈登,杰森·贝特曼,2011,98,美国,喜剧 / 犯罪,7.0,43282,8.8,40.3,43.5,6.3,1.1
救火英雄,郭子健,谢霆锋,2014,115,香港 / 中国大陆,动作 / 灾难,7.2,44956,13.1,42.7,37.5,5.4,1.2
怒火救援,托尼·斯科特,丹泽尔·华盛顿,2004,146,美国 / 英国,剧情 / 动作 / 惊悚,8.1,41662,29.2,48.7,20.0,1.7,0.3
寻找梦幻岛,马克·福斯特,约翰尼·德普,2004,106,美国 / 英国,剧情 / 家庭 / 传记,7.8,39828,23.0,47.7,27.0,2.0,0.2
萤之光,吉野洋 / 南云圣一 / 茂山佳則,绫濑遥,,,日本,剧情 / 喜剧,8.5,44465,43.3,41.4,14.1,1.0,0.2
少林寺,张鑫炎,李连杰,1982,95,中国大陆 / 香港,动作 / 武侠 / 古装,7.9,36686,23.8,50.6,24.1,1.2,0.3
